x,y,gid,name,description,media
-75.161497,39.951398,458,,13th and Ludlow,
-75.164025,39.950841,459,"Philadelphia, PA 19110","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgFqBRQU2gAYFHsUZFpu_6wh3MnMkw3fKcHmMzC32K-oP-eXXE2Ko0b-Jn7CfH8mDqNc4QK-i9H5Ysf2aOH69TAQtPAAENyIc3R_08Fsr5bIZdktLFbwe9rlhLJTE-Dd9pvpLOQA0ycvVj9LsqarNF6Z2adygdEM6KI"" height=""200"" width=""auto"" /><br><br>100 S Broad St",https://lh3.googleusercontent.com/umsh/ANkjSgFqBRQU2gAYFHsUZFpu_6wh3MnMkw3fKcHmMzC32K-oP-eXXE2Ko0b-Jn7CfH8mDqNc4QK-i9H5Ysf2aOH69TAQtPAAENyIc3R_08Fsr5bIZdktLFbwe9rlhLJTE-Dd9pvpLOQA0ycvVj9LsqarNF6Z2adygdEM6KI
-75.163699,39.95022,460,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgFEsFgnjFEQl2UzqMbLjFECNQ-SsWYtPphW2WwZAtjp4cQtxPwYLjZpDp3MeUwenXfL9ggXmfAc2sR42ml1aiTXLAsWj2nVwyYMRvy5ba9lzYx9CsfYe11pkhwC8oluECvTl-24fYNznXnyLWFB5O06FZZ--fLU8Ns"" height=""200"" width=""auto"" /><br><br>121 S Broad St",https://lh3.googleusercontent.com/umsh/ANkjSgFEsFgnjFEQl2UzqMbLjFECNQ-SsWYtPphW2WwZAtjp4cQtxPwYLjZpDp3MeUwenXfL9ggXmfAc2sR42ml1aiTXLAsWj2nVwyYMRvy5ba9lzYx9CsfYe11pkhwC8oluECvTl-24fYNznXnyLWFB5O06FZZ--fLU8Ns
-75.163999,39.950087,461,"Philadelphia, PA 19109","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGYTBfNdX7r8BkY6tLk0dMsNOZ6gYX9AfEfx0mVvt5UFDKAric-aps4WcoE2XeMiJvzAycwd96xlXmub_D_6M7OyFkwh49UF31YZrnn24GSO2iCSNfSFlt5Tqc4ZifIIHgIbgYDXn8k_gYgcYBFTRCTHfoHq8PwpbI"" height=""200"" width=""auto"" /><br><br>123 S Broad St",https://lh3.googleusercontent.com/umsh/ANkjSgGYTBfNdX7r8BkY6tLk0dMsNOZ6gYX9AfEfx0mVvt5UFDKAric-aps4WcoE2XeMiJvzAycwd96xlXmub_D_6M7OyFkwh49UF31YZrnn24GSO2iCSNfSFlt5Tqc4ZifIIHgIbgYDXn8k_gYgcYBFTRCTHfoHq8PwpbI
-75.164136,39.950074,462,,Broad and Sansom,
-75.163924,39.949688,463,,Wells Fargo Bank,
-75.163913,39.949698,464,,Wells Fargo Bank,
-75.164477,39.949618,465,,Banana Republic,
-75.164691,39.950107,466,,ATM,
-75.194163,39.961201,467,Call box with camera operated by Drexel University,Security Call Box,
-75.195386,39.961103,468,,Camera System on Private Home,
-75.193949,39.959968,469,Call box with camera operated by Drexel University,Security Call Box,
-75.193734,39.958767,470,Call box with camera operated by Drexel University,Security Call Box,
-75.194743,39.96264,471,,Camera on Private Home,
-75.1922,39.961391,472,,Camera on Private Home,
-75.194399,39.962534,473,Call box with camera operated by Drexel University,Security Call Box,
-75.194721,39.961711,474,,Camera on Private Home,
-87.641808,41.899185,725,941 N CAMBRIDGE AVE,48,
-87.64006,41.899132,726,920 N HUDSON AVE,49,
-87.647911,41.904015,727,1231 N BURLING ST,50,
-87.604851,41.657131,728,639 E 131ST ST,51,
-87.660477,41.866226,729,1358 W WASHBURNE AVE,52,
-75.158127,39.956277,475,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHFo93b4wFgFnn3JBM0Se7riEiSJE_9sxJBEb8BJoYe0ylqGyjrmvidSxzLWKpXU5A6C5lcmtsSeHmTRoKLfZV8p4ufJBPuCP1kfhivqqeMlDaJf9lLMMfI-MWtDpVfH8dNwX6vKLX7qIdxFwfxcmmgFcoz8EFIdgvB"" height=""200"" width=""auto"" /><br><br>222 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHFo93b4wFgFnn3JBM0Se7riEiSJE_9sxJBEb8BJoYe0ylqGyjrmvidSxzLWKpXU5A6C5lcmtsSeHmTRoKLfZV8p4ufJBPuCP1kfhivqqeMlDaJf9lLMMfI-MWtDpVfH8dNwX6vKLX7qIdxFwfxcmmgFcoz8EFIdgvB
-75.158021,39.956775,476,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158023,39.95689,477,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158181,39.956798,478,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158098,39.956905,479,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158308,39.956358,480,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158144,39.956623,481,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158283,39.956582,482,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu"" height=""200"" width=""auto"" /><br><br>254 N Marvine St",https://lh3.googleusercontent.com/umsh/ANkjSgHGNQlmt3dS6LFGPKppGXTqENFg4Kg3keypPlXjge0hfLx2ergrPmqwrDNNLBUJqKHF4obnjqWNCmfJ-j8NRgrGtIAWRW9E5GDVXYx6nfu4RsvsISTqQwS_BHvtwhci58C8TTbRWLoLTbBh_cxSAkTngMpc4_vVNDiu
-75.158989,39.955675,483,,12th and Race,
-75.159406,39.956005,484,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGzA8HGTuPEH9cNzcw9TA8LmjjvLrOsv0wiHUh1UFX8GoveIAbJioaiYigMJgSXC3ms6Ccnyho14CrpwgUd316Ok4pSjrNpoEB9y1LQonB4dpNGa1egQKcKOzoenl8Kgk1LtsQPXsi7alhtlYePlYFmMVLiQHQjvg-0"" height=""200"" width=""auto"" /><br><br>1209 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgGzA8HGTuPEH9cNzcw9TA8LmjjvLrOsv0wiHUh1UFX8GoveIAbJioaiYigMJgSXC3ms6Ccnyho14CrpwgUd316Ok4pSjrNpoEB9y1LQonB4dpNGa1egQKcKOzoenl8Kgk1LtsQPXsi7alhtlYePlYFmMVLiQHQjvg-0
-75.159546,39.956025,485,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgG4yht6URlJmpc_VDEPUE4FuB_O6t1aMqPggw1Sa_a5Uu3gKQXvf3toXrPKICaIZua95sWSAah2Om4LEjRDjSJPIyV4jmvdaEHIjNKLls0E9qe3vaCVNtuVDH45dJEtZDwliSgYp8ZDX4V0rwl-71sJmDD5hGyPuNhU"" height=""200"" width=""auto"" /><br><br>1213 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgG4yht6URlJmpc_VDEPUE4FuB_O6t1aMqPggw1Sa_a5Uu3gKQXvf3toXrPKICaIZua95sWSAah2Om4LEjRDjSJPIyV4jmvdaEHIjNKLls0E9qe3vaCVNtuVDH45dJEtZDwliSgYp8ZDX4V0rwl-71sJmDD5hGyPuNhU
-75.160091,39.955908,486,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHK0VAhlDh63i2MOYl6rn-LD1MFQAhdSGHqYyiqcBEfFjDXo9NNK0W8bIUdlGnB-QLyo2HRyzfn40jXFCQxZwjd_HvrKWU13PSAMWZJWKLH3mu0nffJrkCia_MPR0ktXvniGqvNs6WpRrMU0-k0GAgSxCYeEBLkLh84"" height=""200"" width=""auto"" /><br><br>1223 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgHK0VAhlDh63i2MOYl6rn-LD1MFQAhdSGHqYyiqcBEfFjDXo9NNK0W8bIUdlGnB-QLyo2HRyzfn40jXFCQxZwjd_HvrKWU13PSAMWZJWKLH3mu0nffJrkCia_MPR0ktXvniGqvNs6WpRrMU0-k0GAgSxCYeEBLkLh84
-75.160091,39.955908,487,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHK0VAhlDh63i2MOYl6rn-LD1MFQAhdSGHqYyiqcBEfFjDXo9NNK0W8bIUdlGnB-QLyo2HRyzfn40jXFCQxZwjd_HvrKWU13PSAMWZJWKLH3mu0nffJrkCia_MPR0ktXvniGqvNs6WpRrMU0-k0GAgSxCYeEBLkLh84"" height=""200"" width=""auto"" /><br><br>1223 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgHK0VAhlDh63i2MOYl6rn-LD1MFQAhdSGHqYyiqcBEfFjDXo9NNK0W8bIUdlGnB-QLyo2HRyzfn40jXFCQxZwjd_HvrKWU13PSAMWZJWKLH3mu0nffJrkCia_MPR0ktXvniGqvNs6WpRrMU0-k0GAgSxCYeEBLkLh84
-75.159962,39.955916,488,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgG7T70LPMwv7RYyPraJ8AtChKCwjzpeV0y4wO5BMLEa33tIHHnLowlRhw5AEi0BwFxqT6hMaj6cGpwwK3krrbW2W4WtIOQnoiNiloDN7P-dGg23W1qnPap5UihsZOycUFWTBgQJODFmrb2LOn5TRUpE23Wj0v6GEPCZ"" height=""200"" width=""auto"" /><br><br>1221 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgG7T70LPMwv7RYyPraJ8AtChKCwjzpeV0y4wO5BMLEa33tIHHnLowlRhw5AEi0BwFxqT6hMaj6cGpwwK3krrbW2W4WtIOQnoiNiloDN7P-dGg23W1qnPap5UihsZOycUFWTBgQJODFmrb2LOn5TRUpE23Wj0v6GEPCZ
-75.159992,39.955996,489,,Saint John's Hospice,
-75.160416,39.956,490,,Q Q Mini Mart,
-75.159048,39.956,491,,Four Points by Sheraton Philadelphia City Center,
-75.160228,39.955983,492,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGBA28jcT1CP-zlnSr8sLk24jK-1mCfTog7k7Dz5QgYQtM8mcVk2CFk4_ZqvbLzlMry2u5h0DCcFU5Q4KX7zN3afkRVu0iS1IbuoyIqGjIVNDdU54ckBYOZmOHDHvxx_qS8T-gUMmamtwaAE3hTzhmvPVQDmqCm81Q"" height=""200"" width=""auto"" /><br><br>1227 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgGBA28jcT1CP-zlnSr8sLk24jK-1mCfTog7k7Dz5QgYQtM8mcVk2CFk4_ZqvbLzlMry2u5h0DCcFU5Q4KX7zN3afkRVu0iS1IbuoyIqGjIVNDdU54ckBYOZmOHDHvxx_qS8T-gUMmamtwaAE3hTzhmvPVQDmqCm81Q
-75.160204,39.955969,493,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGBA28jcT1CP-zlnSr8sLk24jK-1mCfTog7k7Dz5QgYQtM8mcVk2CFk4_ZqvbLzlMry2u5h0DCcFU5Q4KX7zN3afkRVu0iS1IbuoyIqGjIVNDdU54ckBYOZmOHDHvxx_qS8T-gUMmamtwaAE3hTzhmvPVQDmqCm81Q"" height=""200"" width=""auto"" /><br><br>1227 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgGBA28jcT1CP-zlnSr8sLk24jK-1mCfTog7k7Dz5QgYQtM8mcVk2CFk4_ZqvbLzlMry2u5h0DCcFU5Q4KX7zN3afkRVu0iS1IbuoyIqGjIVNDdU54ckBYOZmOHDHvxx_qS8T-gUMmamtwaAE3hTzhmvPVQDmqCm81Q
-75.160491,39.95601,494,,Q Q Mini Mart,
-75.160577,39.955879,495,,13th and Race 3,
-75.160751,39.955901,496,,13th and Race 2,
-75.160713,39.955903,497,,13th and Race,
-75.160531,39.955885,498,,13th and Race 4,
-75.161188,39.955979,499,,Race 1,
-75.161253,39.955975,500,,Race 2,
-75.161287,39.956117,501,,Church of Scientology of Pennsylvania,
-75.161676,39.956043,502,,Race 3,
-75.16176,39.956041,503,,Race 4,
-75.161939,39.956051,504,,Race 5,
-75.16314,39.956835,505,"Philadelphia, PA 19102","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgFR7TPS7ro-u1QDc_C9iNBl9SklDkAQdaaF8d44fLABpdb3aQn7zh7N-RDsOvZn9nEKG2MFqtGr9KyRgtnKES3VD0qkb9mU3UrHub2jxc8txzHhcIkAeeDi1J4isVbm1hRQmfBm3Uz3wBAUde-b_7Li00nWBpIePcg1"" height=""200"" width=""auto"" /><br><br>216 N Broad St",https://lh3.googleusercontent.com/umsh/ANkjSgFR7TPS7ro-u1QDc_C9iNBl9SklDkAQdaaF8d44fLABpdb3aQn7zh7N-RDsOvZn9nEKG2MFqtGr9KyRgtnKES3VD0qkb9mU3UrHub2jxc8txzHhcIkAeeDi1J4isVbm1hRQmfBm3Uz3wBAUde-b_7Li00nWBpIePcg1
-75.162521,39.957008,506,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgEHs93tVl6k1uCqhTOESbWYHzZgjMv4vX-T3Vq2pjgiGfgUs8MRX2Vx_pBmqbf6Efz2mrPYVW7Ze_22sTc575vuTdhvCxlyc39eFL_co-ujj3xymWZ14GqSMqQBjOldhQLH7oauAmyiQv0FfKvq7JgI5Wdhchl877xQ"" height=""200"" width=""auto"" /><br><br>221 N Broad St",https://lh3.googleusercontent.com/umsh/ANkjSgEHs93tVl6k1uCqhTOESbWYHzZgjMv4vX-T3Vq2pjgiGfgUs8MRX2Vx_pBmqbf6Efz2mrPYVW7Ze_22sTc575vuTdhvCxlyc39eFL_co-ujj3xymWZ14GqSMqQBjOldhQLH7oauAmyiQv0FfKvq7JgI5Wdhchl877xQ
-75.162704,39.957538,507,,Hahnemann University Hospital,
-75.16269,39.957585,508,,Hahnemann University Hospital,
-75.161542,39.957474,509,,"E-Z Park, Inc.",
-75.161687,39.957297,510,,"E-Z Park, Inc.",
-75.160885,39.957367,511,,Vine and Clarion,
-75.16099,39.956814,512,,clarion and florist,
-76.178513,40.634799,513,,Placemark 201,
-75.171107,39.934478,514,,Private Camera - Point Breeze  Newbold,
-75.170882,39.934528,515,,Police Camera - Point Breeze/ Newbold,
-75.15905,39.956,516,,Four Points by Sheraton Philadelphia City Center,
-75.158396,39.955766,517,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgEyJz40VMi-3q-W4Qw1tgEMByfKRId0V9t0OvEnFls5shxqW2VGisVnxZAkpALjLHKGD9q1ehQFBPe55GdrzgX2R4ljw2pbBpIXOi3OT6D1CgxeuNP2oUWtrCTvhyEgfb4CtFqBmdL-29lU9lL1x0Scg3YNORUuDJPr"" height=""200"" width=""auto"" /><br><br>1123 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgEyJz40VMi-3q-W4Qw1tgEMByfKRId0V9t0OvEnFls5shxqW2VGisVnxZAkpALjLHKGD9q1ehQFBPe55GdrzgX2R4ljw2pbBpIXOi3OT6D1CgxeuNP2oUWtrCTvhyEgfb4CtFqBmdL-29lU9lL1x0Scg3YNORUuDJPr
-75.156779,39.955566,518,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgFp0qaCPwGUf-ioJ124ClcKBXNR-QO59-r88zTNho-9x-hpZlE5TCoLg0CQb_m5SIXCXXj8mCo-rZSt-SrT75dgUkdFPPlMv7thLIEalj3ZO645gCdw59P_Dr6ziSfaoPXIU7K-juxcxBoQV6uj2gHbZH7QfptT3q4g"" height=""200"" width=""auto"" /><br><br>1023 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgFp0qaCPwGUf-ioJ124ClcKBXNR-QO59-r88zTNho-9x-hpZlE5TCoLg0CQb_m5SIXCXXj8mCo-rZSt-SrT75dgUkdFPPlMv7thLIEalj3ZO645gCdw59P_Dr6ziSfaoPXIU7K-juxcxBoQV6uj2gHbZH7QfptT3q4g
-75.15683,39.95536,519,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgELWRTYQw3a8jpav8-tkZNrMM6Q6BkW-hoLh680lFb5nH2Fpog2Zm1BkqkExoNAp7HjPqt1g4vrxeS0BBzN84IUd7KEk3yBS188ANkwoJFIP9CdpGdADQRI86buZF_wPMEsWdC0YYBXTkxi_F24DO9IMDIIq7D7NsaD"" height=""200"" width=""auto"" /><br><br>1022 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgELWRTYQw3a8jpav8-tkZNrMM6Q6BkW-hoLh680lFb5nH2Fpog2Zm1BkqkExoNAp7HjPqt1g4vrxeS0BBzN84IUd7KEk3yBS188ANkwoJFIP9CdpGdADQRI86buZF_wPMEsWdC0YYBXTkxi_F24DO9IMDIIq7D7NsaD
-75.156932,39.955593,520,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGCAXbmEoqdKUp-AXLu2JC9jaLo_OhmexwZgHydsJMNKtAofOCcwIfGQeES9JVi1E7v_nG41HuVvKR-ndomjqzlJuC6S4srYoxsUT0UY4Y9uNf9yFovd3MZFpE8J9CY5X5VnHsJZUC1AoQxq7ULYr_BQsUamQwGxmE"" height=""200"" width=""auto"" /><br><br>1031 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgGCAXbmEoqdKUp-AXLu2JC9jaLo_OhmexwZgHydsJMNKtAofOCcwIfGQeES9JVi1E7v_nG41HuVvKR-ndomjqzlJuC6S4srYoxsUT0UY4Y9uNf9yFovd3MZFpE8J9CY5X5VnHsJZUC1AoQxq7ULYr_BQsUamQwGxmE
-75.155531,39.955402,521,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgGwD-tMwXOgaaHHAJEa0QLyiFTKYqB4H_MKdnz7qIhouS01bRVTg-2n3rZeMQTw4YiMBc9YWGjiYYUFtBBe9rgKN5lXWen8dxbwZYDj1GDFgOVOw-gZWJiUKim-m7dloKPxZeJBoVxhmuGqkPvxv9yAINzjiMn2LVwQ"" height=""200"" width=""auto"" /><br><br>935 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgGwD-tMwXOgaaHHAJEa0QLyiFTKYqB4H_MKdnz7qIhouS01bRVTg-2n3rZeMQTw4YiMBc9YWGjiYYUFtBBe9rgKN5lXWen8dxbwZYDj1GDFgOVOw-gZWJiUKim-m7dloKPxZeJBoVxhmuGqkPvxv9yAINzjiMn2LVwQ
-75.155958,39.955445,522,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgH9EzLS8Am4gjBefK95aEC9vWjXJ6W2OU9SCoZpVGWeSdZF-6rrkUE9jBi0JIBnkjJ7_RyYCGmG0QZuNMuuceuQ2vkRKrrtTHiC7sM4ieH2ZsFVPgvPdfEbYsxVThCXrcaKyRlhYccfaYWU2Hu4HgibmG1xBJGGkPkj"" height=""200"" width=""auto"" /><br><br>1001 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgH9EzLS8Am4gjBefK95aEC9vWjXJ6W2OU9SCoZpVGWeSdZF-6rrkUE9jBi0JIBnkjJ7_RyYCGmG0QZuNMuuceuQ2vkRKrrtTHiC7sM4ieH2ZsFVPgvPdfEbYsxVThCXrcaKyRlhYccfaYWU2Hu4HgibmG1xBJGGkPkj
-75.155258,39.95539,523,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgFKRAcaV_3Xb2Gd241zLysGXljyTdJh9YYuH0FYZ7GJHxZGQxMhAUCSHpQ-zjBv1nXqodhAry9lCWZAbh8hTTz-lAzZQDkOb1soi-DW_r9e7UnL0i1Qf1Zy7yPfuAkqu-1E8bghKDNMCxQowyiwFVkF6-sfJBDblvl4"" height=""200"" width=""auto"" /><br><br>925 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgFKRAcaV_3Xb2Gd241zLysGXljyTdJh9YYuH0FYZ7GJHxZGQxMhAUCSHpQ-zjBv1nXqodhAry9lCWZAbh8hTTz-lAzZQDkOb1soi-DW_r9e7UnL0i1Qf1Zy7yPfuAkqu-1E8bghKDNMCxQowyiwFVkF6-sfJBDblvl4
-75.154784,39.955176,524,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgE5_7xrDDnWAAz8976XcCGGl61CITO5_U9G4OiGs8AOcmk6SDoiLc75bJIRr5TCz3pYI4ftYSeUpy4M_7sO9avn-ekf7MzoFPE3ZRJpHph7CVDS98UyxSu9LrTgVqj00EiVIJv5XWVEneXkmJ5gE1AOrIiOKyfzXEBa"" height=""200"" width=""auto"" /><br><br>900 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgE5_7xrDDnWAAz8976XcCGGl61CITO5_U9G4OiGs8AOcmk6SDoiLc75bJIRr5TCz3pYI4ftYSeUpy4M_7sO9avn-ekf7MzoFPE3ZRJpHph7CVDS98UyxSu9LrTgVqj00EiVIJv5XWVEneXkmJ5gE1AOrIiOKyfzXEBa
-75.161633,39.957149,525,,"E-Z Park, Inc.",
-75.154994,39.95536,526,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgHeWS1Xz5PEmDFOHg5pVcbJWNSxhnlDAJc1r_2E12kDy7y6lBERzsfzVzwIWvCt2g2bW2c-W2cdzlObEgpARLb7k5SPpZO5beKnrOjH2mJHexlMk3MOXxx0vhSd5DSo6DvitQHy-q2oHjUINMssQQ_RnxeFdFk-KKzI"" height=""200"" width=""auto"" /><br><br>917 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgHeWS1Xz5PEmDFOHg5pVcbJWNSxhnlDAJc1r_2E12kDy7y6lBERzsfzVzwIWvCt2g2bW2c-W2cdzlObEgpARLb7k5SPpZO5beKnrOjH2mJHexlMk3MOXxx0vhSd5DSo6DvitQHy-q2oHjUINMssQQ_RnxeFdFk-KKzI
-75.154784,39.955176,527,"Philadelphia, PA 19107","<img src=""https://lh3.googleusercontent.com/umsh/ANkjSgE5_7xrDDnWAAz8976XcCGGl61CITO5_U9G4OiGs8AOcmk6SDoiLc75bJIRr5TCz3pYI4ftYSeUpy4M_7sO9avn-ekf7MzoFPE3ZRJpHph7CVDS98UyxSu9LrTgVqj00EiVIJv5XWVEneXkmJ5gE1AOrIiOKyfzXEBa"" height=""200"" width=""auto"" /><br><br>900 Race St",https://lh3.googleusercontent.com/umsh/ANkjSgE5_7xrDDnWAAz8976XcCGGl61CITO5_U9G4OiGs8AOcmk6SDoiLc75bJIRr5TCz3pYI4ftYSeUpy4M_7sO9avn-ekf7MzoFPE3ZRJpHph7CVDS98UyxSu9LrTgVqj00EiVIJv5XWVEneXkmJ5gE1AOrIiOKyfzXEBa
-75.153466,39.955194,528,,EZ Park,
-75.151983,39.954487,529,,Philadelphia Police Department Headquarters,
-75.152254,39.954526,530,,Philadelphia Police Department Headquarters,
-75.151548,39.954688,531,,Philadelphia Police Department Headquarters,
-75.151648,39.954522,532,,Philadelphia Police Department Headquarters,
-75.15245,39.95462,533,,Philadelphia Police Department Headquarters,
